Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,size
36731,0.32,Premium,E,VVS1,60.5,58.0,954,4.42,4.47,2.69,53.14740599999999
36732,0.32,Premium,G,IF,59.4,59.0,954,4.48,4.51,2.67,53.946816000000005
36733,0.32,Ideal,G,IF,60.5,57.0,954,4.42,4.44,2.68,52.594464
36734,0.32,Ideal,E,VVS1,61.3,57.0,954,4.38,4.43,2.7,52.389179999999996
36735,0.32,Ideal,G,IF,61.8,55.0,954,4.41,4.43,2.73,53.334099
36736,0.32,Very Good,E,VVS1,60.8,58.0,954,4.38,4.41,2.67,51.573186
36737,0.32,Ideal,E,VVS1,61.9,55.0,954,4.38,4.41,2.72,52.538976000000005
36738,0.32,Ideal,G,IF,61.2,57.0,954,4.4,4.43,2.7,52.628400000000006
36739,0.32,Premium,G,IF,62.0,60.0,954,4.37,4.41,2.72,52.419024000000014
36740,0.32,Premium,E,VVS1,61.8,59.0,954,4.35,4.39,2.7,51.56054999999999
36741,0.32,Ideal,G,IF,60.9,56.0,954,4.41,4.43,2.69,52.552647
36742,0.32,Ideal,E,VVS1,61.6,56.0,954,4.41,4.42,2.72,53.018784000000004
36743,0.38,Ideal,F,VVS2,60.9,58.0,954,4.66,4.7,2.85,62.420700000000004
36744,0.38,Ideal,D,VS2,61.5,56.0,954,4.66,4.7,2.88,63.07776
36745,0.41,Good,E,VS1,61.3,61.0,954,4.77,4.79,2.93,66.945519
36746,0.4,Good,D,VS1,60.5,63.0,954,4.75,4.77,2.88,65.25359999999999
36747,0.33,Ideal,F,VVS1,61.8,57.0,955,4.44,4.46,2.75,54.45660000000001
36748,0.33,Ideal,F,VVS1,61.9,56.0,955,4.42,4.47,2.75,54.33284999999999
36749,0.33,Ideal,F,VVS1,61.7,57.0,955,4.44,4.47,2.75,54.578700000000005
36750,0.33,Ideal,F,VVS1,61.9,55.0,955,4.42,4.44,2.74,53.771952000000006
36751,0.33,Ideal,D,VVS2,60.9,57.0,955,4.46,4.48,2.72,54.34777600000001
36752,0.33,Ideal,F,VVS1,62.4,55.0,955,4.44,4.47,2.78,55.174104
36753,0.33,Ideal,F,VVS1,62.4,55.0,955,4.4,4.42,2.75,53.482
36754,0.33,Ideal,F,VVS1,61.8,57.0,955,4.43,4.47,2.75,54.455774999999996
36755,0.33,Ideal,D,VVS2,61.1,56.0,955,4.44,4.46,2.72,53.86252800000001
36756,0.38,Ideal,G,VS2,60.6,57.0,955,4.7,4.73,2.86,63.58066
36757,0.38,Ideal,H,VS1,61.7,55.0,955,4.65,4.7,2.89,63.160950000000014
36758,0.38,Ideal,D,VS1,61.0,57.0,955,4.66,4.69,2.85,62.28789000000001
36759,0.51,Premium,F,SI2,62.3,62.0,956,5.09,5.02,3.15,80.48816999999998
36760,0.52,Ideal,H,SI2,60.5,56.0,956,5.25,5.23,3.17,87.04027500000001
36761,0.56,Very Good,H,SI2,62.0,63.0,956,5.26,5.21,3.27,89.613042
36762,0.51,Very Good,I,SI2,61.2,56.0,956,5.12,5.14,3.14,82.634752
36763,0.35,Ideal,F,VVS2,62.1,56.0,956,4.56,4.52,2.82,58.12358399999999
36764,0.3,Ideal,E,VVS1,61.2,57.0,956,4.36,4.33,2.66,50.217608000000006
36765,0.3,Ideal,E,VVS1,60.5,57.0,956,4.39,4.34,2.64,50.298863999999995
36766,0.3,Premium,E,VVS1,60.0,60.0,956,4.38,4.35,2.62,49.918859999999995
36767,0.3,Ideal,E,VVS1,60.1,57.0,956,4.41,4.38,2.64,50.993712
36768,0.39,Premium,F,VS1,61.7,58.0,956,4.71,4.69,2.9,64.06071
36769,0.34,Ideal,E,VS2,62.1,54.0,956,4.52,4.5,2.8,56.951999999999984
36770,0.34,Ideal,F,VS1,62.2,56.0,956,4.47,4.44,2.77,54.97563600000001
36771,0.34,Ideal,G,VVS1,62.1,57.0,956,4.47,4.45,2.77,55.099455
36772,0.3,Premium,E,VVS1,61.3,59.0,956,4.33,4.28,2.64,48.92553600000001
36773,0.3,Ideal,E,VVS1,61.4,56.0,956,4.37,4.33,2.67,50.522007
36774,0.34,Premium,F,VS1,60.4,58.0,956,4.53,4.51,2.73,55.774719
36775,0.34,Ideal,F,VS1,62.1,57.0,956,4.53,4.49,2.8,56.951159999999994
36776,0.3,Ideal,G,IF,62.0,56.0,956,4.31,4.3,2.67,49.48310999999999
36777,0.3,Ideal,E,VVS1,60.6,57.0,956,4.35,4.33,2.63,49.537364999999994
36778,0.3,Ideal,E,VVS1,61.5,57.0,956,4.35,4.33,2.67,50.290785
36779,0.3,Ideal,E,VVS1,61.8,56.0,956,4.31,4.3,2.66,49.297779999999996
36780,0.51,Premium,J,SI1,61.7,56.0,956,5.17,5.14,3.18,84.504684
36781,0.39,Very Good,G,VVS2,63.4,57.0,956,4.65,4.62,2.94,63.16002
36782,0.39,Ideal,F,VS1,60.9,56.0,956,4.75,4.68,2.87,63.80009999999999
36783,0.35,Premium,H,VVS1,60.1,62.0,956,4.57,4.52,2.73,56.391971999999996
36784,0.34,Ideal,G,VVS1,62.1,55.0,956,4.49,4.46,2.78,55.670612
36785,0.34,Ideal,G,VVS1,62.5,53.0,956,4.49,4.47,2.8,56.196839999999995
36786,0.34,Premium,E,VS2,60.9,60.0,956,4.51,4.49,2.74,55.484726
36787,0.34,Premium,E,VS2,58.8,59.0,956,4.59,4.56,2.69,56.302775999999994
36788,0.34,Ideal,E,VS2,62.1,55.0,956,4.49,4.47,2.78,55.79543399999999
36789,0.34,Ideal,E,VS2,62.2,55.0,956,4.49,4.48,2.79,56.121408
36790,0.34,Ideal,E,VS2,62.4,54.0,956,4.49,4.48,2.8,56.32256
36791,0.34,Premium,E,VS2,61.0,59.0,956,4.51,4.48,2.74,55.36115200000001
36792,0.34,Ideal,E,VS2,62.4,55.0,956,4.53,4.48,2.81,57.02726400000001
36793,0.34,Ideal,E,VS2,62.6,57.0,956,4.47,4.45,2.79,55.497285000000005
36794,0.34,Premium,E,VS2,61.1,60.0,956,4.48,4.45,2.73,54.42528000000001
36795,0.34,Ideal,E,VS2,62.4,56.0,956,4.49,4.45,2.79,55.74559500000001
36796,0.34,Ideal,E,VS2,62.5,55.0,956,4.5,4.46,2.8,56.196
36797,0.34,Premium,E,VS2,62.6,58.0,956,4.45,4.43,2.78,54.803529999999995
36798,0.34,Ideal,E,VS2,62.6,55.0,956,4.45,4.43,2.78,54.803529999999995
36799,0.34,Premium,E,VS2,62.8,58.0,956,4.45,4.43,2.79,55.000665
36800,0.34,Premium,E,VS2,61.9,58.0,956,4.45,4.43,2.75,54.212125
36801,0.3,Premium,G,IF,60.0,59.0,956,4.34,4.32,2.6,48.74688
36802,0.3,Premium,G,IF,61.0,62.0,956,4.34,4.32,2.64,49.496832
36803,0.3,Ideal,G,IF,61.4,57.0,956,4.37,4.33,2.67,50.522007
36804,0.3,Premium,G,IF,60.2,58.0,956,4.39,4.35,2.63,50.22379499999999
36805,0.3,Ideal,G,IF,62.1,55.0,956,4.35,4.31,2.69,50.43346499999999
36806,0.3,Ideal,G,IF,62.8,57.0,956,4.32,4.28,2.7,49.921920000000014
36807,0.3,Ideal,G,IF,60.9,57.0,956,4.32,4.29,2.62,48.55593600000001
36808,0.3,Premium,G,IF,61.6,60.0,956,4.32,4.29,2.65,49.111920000000005
36809,0.3,Ideal,G,IF,61.7,55.0,956,4.34,4.31,2.67,49.943417999999994
36810,0.3,Ideal,G,IF,62.8,57.0,956,4.3,4.27,2.69,49.39108999999999
36811,0.3,Ideal,G,IF,62.6,57.0,956,4.32,4.28,2.69,49.737024000000005
36812,0.3,Premium,G,IF,62.9,58.0,956,4.25,4.21,2.66,47.594049999999996
36813,0.3,Good,G,IF,63.8,55.0,956,4.28,4.24,2.72,49.36038400000001
36814,0.3,Ideal,G,IF,63.0,53.0,956,4.3,4.24,2.69,49.044079999999994
36815,0.3,Very Good,G,IF,63.5,55.0,956,4.28,4.26,2.71,49.410888
36816,0.51,Premium,I,SI2,60.4,59.0,956,5.2,5.17,3.13,84.14692
36817,0.51,Premium,F,SI2,62.9,59.0,956,5.11,5.07,3.2,82.90464000000001
36818,0.7,Fair,G,I1,67.3,57.0,956,5.53,5.38,3.68,109.485152
36819,0.7,Fair,G,I1,67.3,59.0,956,5.51,5.45,3.69,110.808855
36820,0.7,Fair,G,I1,65.2,58.0,956,5.57,5.49,3.61,110.39127300000001
36821,0.7,Fair,G,I1,64.3,62.0,956,5.59,5.49,3.57,109.560087
36822,0.7,Fair,G,I1,66.7,55.0,956,5.64,5.49,3.71,114.874956
36823,0.33,Very Good,E,IF,61.8,55.0,957,4.47,4.52,2.78,56.16823199999998
36824,0.3,Very Good,E,IF,61.8,54.0,957,4.34,4.37,2.69,51.018002
36825,0.44,Ideal,I,VVS2,61.1,57.0,957,4.91,4.95,3.01,73.156545
36826,0.56,Very Good,J,SI1,60.3,59.0,957,5.3,5.34,3.21,90.84942
36827,0.41,Good,E,VVS1,64.3,54.0,957,4.68,4.72,3.02,66.71059199999999
36828,0.36,Ideal,D,VVS2,61.9,53.0,957,4.57,4.6,2.84,59.702479999999994
36829,0.33,Ideal,F,IF,62.2,53.0,957,4.46,4.48,2.78,55.546624
36830,0.33,Ideal,F,IF,61.2,56.0,957,4.48,4.5,2.75,55.44000000000001
36831,0.3,Ideal,E,IF,61.3,58.0,957,4.28,4.33,2.64,48.92553600000001
36832,0.3,Ideal,E,IF,61.1,57.0,957,4.31,4.33,2.64,49.268471999999996
36833,0.3,Ideal,E,IF,61.2,58.0,957,4.31,4.38,2.66,50.21494799999999
36834,0.3,Ideal,E,IF,62.2,55.0,957,4.32,4.36,2.7,50.85504000000002
36835,0.34,Good,D,VVS1,57.4,62.0,957,4.67,4.71,2.69,59.168433
36836,0.37,Premium,H,VVS2,62.2,59.0,957,4.56,4.54,2.83,58.58779199999999
36837,0.37,Premium,H,VVS2,61.3,58.0,957,4.63,4.6,2.83,60.27334
36838,0.37,Premium,G,VS1,61.5,58.0,957,4.6,4.57,2.82,59.282039999999995
36839,0.37,Premium,G,VS1,61.4,58.0,957,4.61,4.58,2.82,59.540916
36840,0.37,Premium,G,VS1,59.2,61.0,957,4.7,4.63,2.76,60.060359999999996
36841,0.37,Very Good,G,VS1,63.1,56.0,957,4.59,4.57,2.89,60.62150700000001
36842,0.37,Premium,F,VS2,61.2,58.0,957,4.69,4.63,2.85,61.886895
36843,0.37,Premium,F,VS2,59.7,59.0,957,4.68,4.64,2.78,60.36825599999998
36844,0.37,Ideal,F,VS2,60.6,56.0,957,4.64,4.63,2.81,60.367791999999994
36845,0.37,Premium,F,VS2,59.8,59.0,957,4.66,4.63,2.78,59.980723999999995
36846,0.37,Premium,F,VS2,60.6,58.0,957,4.67,4.63,2.82,60.974321999999994
36847,0.37,Ideal,F,VS2,61.1,57.0,957,4.67,4.63,2.84,61.406763999999995
36848,0.37,Premium,F,VS2,61.2,60.0,957,4.63,4.59,2.82,59.929793999999994
36849,0.37,Ideal,F,VS2,61.4,56.0,957,4.63,4.59,2.83,60.142311
36850,0.37,Premium,F,VS2,61.0,58.0,957,4.63,4.61,2.82,60.190926
36851,0.37,Very Good,F,VS2,63.3,56.0,957,4.63,4.56,2.91,61.438247999999994
36852,0.37,Premium,F,VS2,61.9,59.0,957,4.61,4.57,2.84,59.832268000000006
36853,0.37,Premium,F,VS2,62.7,58.0,957,4.58,4.55,2.86,59.59953999999999
36854,0.37,Premium,F,VS2,61.9,58.0,957,4.6,4.54,2.83,59.10171999999999
36855,0.33,Ideal,D,VS1,60.9,57.0,957,4.5,4.47,2.73,54.91394999999999
36856,0.31,Very Good,E,IF,61.6,54.0,958,4.38,4.42,2.71,52.464516
36857,0.5,Good,D,SI2,58.5,64.0,958,5.2,5.12,3.02,80.40448
36858,0.5,Good,D,SI2,63.1,56.0,958,5.05,4.96,3.16,79.15168
36859,0.42,Very Good,E,VS2,62.8,59.0,958,4.76,4.8,3.0,68.544
36860,0.42,Ideal,E,VS2,61.8,57.0,958,4.77,4.81,2.96,67.91335199999999
36861,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0,69.4071
36862,0.42,Premium,E,VS2,60.9,59.0,958,4.81,4.85,2.94,68.58578999999999
36863,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.8,2.99,68.74608
36864,0.39,Ideal,F,VS1,62.2,56.0,958,4.63,4.7,2.9,63.106899999999996
36865,0.39,Premium,D,VS2,61.3,58.0,958,4.7,4.73,2.89,64.24759
36866,0.39,Very Good,D,VS2,60.2,59.0,958,4.74,4.76,2.86,64.528464
36867,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0,69.4071
36868,0.42,Ideal,E,VS2,62.0,55.0,958,4.8,4.82,2.98,68.94528
36869,0.42,Premium,E,VS2,61.0,60.0,958,4.82,4.85,2.95,68.96215
36870,0.42,Ideal,E,VS2,61.3,56.0,958,4.81,4.85,2.96,69.05235999999998
36871,0.39,Very Good,G,VVS2,60.7,61.0,958,4.7,4.73,2.86,63.58066
36872,0.42,Premium,E,VS2,61.0,59.0,958,4.82,4.85,2.95,68.96215
36873,0.42,Ideal,E,VS2,62.3,55.0,958,4.77,4.83,2.99,68.886909
36874,0.42,Ideal,E,VS2,62.2,55.0,958,4.79,4.83,2.99,69.17574300000001
36875,0.42,Very Good,E,VS2,61.9,59.0,958,4.75,4.81,2.96,67.62859999999999
36876,0.39,Ideal,F,VS1,62.3,57.0,958,4.65,4.69,2.91,63.46273500000001
36877,0.39,Premium,D,VS2,61.4,60.0,958,4.7,4.72,2.89,64.11176
36878,0.42,Ideal,E,VS2,62.1,56.0,958,4.77,4.8,2.97,68.00112
36879,0.42,Ideal,E,VS2,61.7,56.0,958,4.8,4.82,2.97,68.71392
36880,0.5,Ideal,H,SI2,62.9,57.0,958,5.04,5.01,3.16,79.791264
36881,0.5,Premium,H,SI2,61.0,58.0,958,5.14,5.05,3.11,80.72626999999999
36882,0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72,53.74176000000001
36883,0.31,Ideal,E,IF,62.2,53.0,958,4.35,4.4,2.72,52.06080000000001
36884,0.4,Very Good,E,VS1,62.9,56.0,959,4.67,4.71,2.95,64.887315
36885,0.51,Good,I,SI1,63.1,56.0,959,5.06,5.14,3.22,83.74704799999999
36886,0.34,Ideal,F,VVS1,61.7,55.0,959,4.51,4.5,2.78,56.42009999999999
36887,0.55,Ideal,H,SI2,61.4,55.0,959,5.27,5.29,3.24,90.325692
36888,0.35,Ideal,G,IF,60.7,57.0,959,4.59,4.61,2.79,59.036121
36889,0.35,Ideal,G,IF,60.2,57.0,959,4.6,4.64,2.78,59.336319999999986
36890,0.5,Good,J,SI1,59.6,60.0,959,5.15,5.18,3.08,82.16516
36891,0.31,Ideal,F,VVS1,61.8,56.0,959,4.36,4.34,2.69,50.901256
36892,0.31,Ideal,F,VVS1,62.1,56.0,959,4.38,4.35,2.71,51.63362999999999
36893,0.31,Premium,F,VVS1,62.4,60.0,959,4.31,4.28,2.68,49.437424
36894,0.31,Ideal,F,VVS1,62.4,57.0,959,4.32,4.3,2.69,49.96944
36895,0.31,Premium,F,VVS1,61.8,59.0,959,4.35,4.33,2.68,50.47914
36896,0.33,Ideal,H,IF,61.0,55.0,959,4.5,4.49,2.74,55.361700000000006
36897,0.33,Ideal,H,IF,60.5,56.0,959,4.54,4.52,2.74,56.226991999999996
36898,0.33,Ideal,H,IF,60.6,57.0,959,4.51,4.5,2.73,55.40534999999999
36899,0.4,Ideal,E,VS1,62.1,55.0,960,4.79,4.75,2.96,67.34740000000001
36900,0.41,Very Good,E,VS2,62.5,56.0,960,4.75,4.79,2.98,67.80245000000001
36901,0.41,Ideal,G,VVS2,60.9,56.0,960,4.81,4.84,2.94,68.44437599999999
36902,0.37,Ideal,F,VVS1,61.3,55.0,960,4.62,4.65,2.84,61.01172
36903,0.4,Ideal,F,VS1,61.4,57.0,960,4.74,4.77,2.92,66.020616
36904,0.48,Premium,G,SI1,59.7,59.0,960,5.07,5.04,3.02,77.16945600000001
36905,0.4,Fair,G,SI1,59.9,67.0,960,4.81,4.77,2.87,65.84841899999999
36906,0.32,Ideal,E,VS2,60.2,57.0,960,4.51,4.46,2.7,54.30942
36907,0.42,Ideal,G,VVS2,62.3,53.0,961,4.83,4.86,3.02,70.890876
36908,0.42,Ideal,D,VS2,61.5,55.0,961,4.83,4.86,2.98,69.951924
36909,0.42,Ideal,I,IF,62.1,54.0,961,4.82,4.84,3.0,69.9864
36910,0.42,Ideal,I,IF,61.7,55.0,961,4.83,4.86,2.99,70.18666200000001
36911,0.42,Ideal,I,IF,62.0,54.0,961,4.82,4.85,3.0,70.131
36912,0.34,Ideal,D,VS1,62.6,56.0,961,4.52,4.49,2.82,57.23133599999999
36913,0.41,Premium,H,VVS2,62.2,58.0,961,4.74,4.71,2.94,65.63667600000001
36914,0.41,Ideal,H,VVS2,62.5,56.0,961,4.77,4.74,2.97,67.151106
36915,0.41,Ideal,H,VVS2,62.0,56.0,961,4.78,4.74,2.95,66.83874000000002
36916,0.41,Premium,G,VS1,60.7,58.0,961,4.83,4.79,2.92,67.55624399999999
36917,0.41,Premium,G,VS1,60.2,59.0,961,4.84,4.79,2.9,67.23244
36918,0.41,Ideal,G,VS1,60.8,57.0,961,4.84,4.8,2.93,68.06976
36919,0.41,Premium,G,VS1,60.5,57.0,961,4.85,4.81,2.92,68.11921999999998
36920,0.41,Ideal,G,VS1,59.8,57.0,961,4.86,4.81,2.89,67.558374
36921,0.41,Premium,G,VS1,62.3,56.0,961,4.8,4.77,2.98,68.23007999999999
36922,0.41,Premium,G,VS1,60.0,61.0,961,4.86,4.77,2.89,66.996558
36923,0.41,Ideal,G,VS1,61.4,55.0,961,4.8,4.78,2.94,67.45536
36924,0.41,Ideal,G,VS1,61.7,57.0,961,4.81,4.78,2.96,68.05572799999999
36925,0.41,Ideal,G,VS1,60.8,56.0,961,4.82,4.79,2.92,67.416376
36926,0.41,Premium,G,VS1,61.9,58.0,961,4.78,4.75,2.95,66.97975000000001
36927,0.41,Premium,G,VS1,60.5,58.0,961,4.8,4.76,2.89,66.03072
36928,0.41,Premium,G,VS1,61.5,58.0,961,4.8,4.76,2.94,67.17312
36929,0.41,Ideal,G,VS1,61.9,57.0,961,4.81,4.76,2.96,67.77097599999999
36930,0.41,Ideal,G,VS1,61.5,56.0,961,4.79,4.77,2.94,67.17400199999999
36931,0.24,Very Good,F,VVS1,60.6,60.0,478,4.03,4.06,2.45,40.08641
36932,0.24,Very Good,F,VVS1,59.4,60.0,478,4.04,4.08,2.41,39.724512000000004
36933,0.24,Very Good,F,VVS1,57.2,63.0,478,4.1,4.15,2.36,40.1554
36934,0.23,Very Good,E,VVS1,62.5,54.0,478,3.94,3.96,2.47,38.537928
36935,0.24,Very Good,E,VVS1,63.4,57.0,478,3.91,3.95,2.49,38.45680500000001
36936,0.23,Very Good,E,VVS1,61.2,57.0,478,3.96,3.98,2.43,38.298744
36937,0.23,Very Good,E,VVS1,62.9,58.0,478,3.94,3.95,2.48,38.59624
36938,0.23,Very Good,E,VVS1,60.2,59.0,478,3.97,4.01,2.4,38.20728
36939,0.23,Very Good,E,VVS1,61.7,59.0,478,3.97,4.0,2.46,39.0648
36940,0.24,Very Good,D,VVS1,59.2,59.0,478,4.04,4.1,2.41,39.91924
36941,0.23,Very Good,D,VVS1,63.3,57.0,478,3.9,3.93,2.48,38.01096
36942,0.34,Very Good,F,SI2,60.6,58.0,478,4.55,4.57,2.76,57.39006
36943,0.26,Ideal,H,VVS2,61.8,55.7,478,4.08,4.1,2.53,42.321839999999995
36944,0.35,Ideal,J,VS1,61.5,56.0,478,4.56,4.58,2.81,58.686288
36945,0.26,Ideal,G,VS1,62.1,55.0,478,4.09,4.12,2.55,42.969539999999995
36946,0.23,Good,D,VVS1,64.8,58.0,478,3.83,3.85,2.49,36.716295
36947,0.32,Ideal,H,SI1,61.8,55.0,479,4.39,4.41,2.72,52.658928
36948,0.32,Ideal,H,SI1,61.0,56.0,479,4.4,4.42,2.69,52.31512
36949,0.3,Very Good,D,SI1,58.8,63.0,479,4.32,4.35,2.55,47.91959999999999
36950,0.28,Very Good,H,VVS1,58.5,61.0,480,4.27,4.31,2.51,46.19328699999999
36951,0.25,Very Good,E,VS2,61.3,57.0,480,4.05,4.08,2.49,41.144760000000005
36952,0.25,Very Good,F,VS1,60.7,57.0,480,4.06,4.09,2.47,41.015338
36953,0.27,Ideal,I,VVS2,61.3,56.0,480,4.15,4.17,2.55,44.129025000000006
36954,0.27,Ideal,I,VVS2,61.6,55.0,480,4.17,4.21,2.58,45.29370599999999
36955,0.33,Ideal,I,VS2,62.3,54.0,480,4.45,4.48,2.78,55.42208000000001
36956,0.33,Ideal,I,VS2,61.4,56.0,480,4.45,4.48,2.74,54.624640000000014
36957,0.27,Ideal,H,VS1,61.6,56.0,480,4.16,4.19,2.57,44.796128
36958,0.27,Ideal,H,VS1,61.6,56.0,480,4.18,4.2,2.58,45.29448000000001
36959,0.28,Good,H,VVS1,56.0,64.0,480,4.38,4.41,2.46,47.516867999999995
36960,0.32,Very Good,J,SI1,63.2,56.0,480,4.36,4.31,2.74,51.488984
36961,0.41,Premium,G,VS1,61.7,57.0,961,4.78,4.75,2.94,66.7527
36962,0.41,Premium,G,VS1,61.9,60.0,961,4.76,4.7,2.93,65.54996
36963,0.41,Premium,G,VS1,62.4,57.0,961,4.74,4.71,2.95,65.85993
36964,0.41,Premium,G,VS1,62.1,60.0,961,4.78,4.72,2.95,66.55672
36965,0.41,Premium,G,VS1,62.5,59.0,961,4.77,4.73,2.97,67.009437
36966,0.41,Ideal,G,VS1,61.6,57.0,961,4.77,4.74,2.93,66.246714
36967,0.41,Premium,G,VS1,62.7,57.0,961,4.77,4.74,2.98,67.377204
36968,0.41,Ideal,G,VS1,62.4,57.0,961,4.75,4.7,2.95,65.85875
36969,0.41,Premium,G,VS1,62.6,58.0,961,4.75,4.7,2.96,66.082
36970,0.34,Ideal,D,VS1,60.7,57.0,961,4.55,4.51,2.75,56.431374999999996
36971,0.39,Very Good,E,VVS2,62.2,55.0,962,4.66,4.7,2.91,63.734820000000006
36972,0.42,Ideal,G,VVS2,61.4,54.0,962,4.81,4.9,2.98,70.23562
36973,0.41,Ideal,H,VS1,61.8,56.0,962,4.78,4.73,2.94,66.47163600000002
36974,0.38,Good,G,VS1,63.9,60.0,962,4.59,4.52,2.91,60.37318799999999
36975,0.43,Premium,D,VS2,59.7,59.0,963,4.93,4.89,2.93,70.635561
36976,0.4,Very Good,F,VVS2,63.0,57.0,963,4.63,4.7,2.94,63.97734
36977,0.4,Very Good,D,VS1,63.2,60.0,963,4.65,4.69,2.95,64.335075
36978,0.42,Premium,G,VVS2,61.6,60.0,963,4.8,4.85,2.97,69.1416
36979,0.5,Good,J,VS2,57.7,60.0,963,5.28,5.26,3.04,84.429312
36980,0.38,Ideal,F,VVS2,62.0,55.0,963,4.66,4.7,2.9,63.5158
36981,0.38,Ideal,F,VVS2,61.3,55.0,963,4.71,4.72,2.89,64.24816799999999
36982,0.38,Ideal,F,VVS2,60.8,58.0,963,4.69,4.72,2.86,63.311248
36983,0.38,Ideal,F,VVS2,60.8,53.0,963,4.72,4.76,2.88,64.705536
36984,0.24,Ideal,F,VVS1,61.1,56.0,963,4.01,4.05,2.47,40.114034999999994
36985,0.5,Very Good,J,SI1,63.3,60.0,963,4.99,4.97,3.15,78.12094499999999
36986,0.38,Ideal,E,VS2,61.9,57.0,963,4.66,4.61,2.87,61.65506200000001
36987,0.51,Good,H,SI2,63.7,61.0,964,4.99,4.96,3.17,78.458768
36988,0.51,Premium,H,SI2,60.0,62.0,964,5.18,5.15,3.1,82.6987
36989,0.41,Premium,E,VS1,60.7,59.0,964,4.77,4.79,2.9,66.26007
36990,0.41,Ideal,E,VS1,62.2,55.0,964,4.76,4.79,2.97,67.71718800000001
36991,0.33,Ideal,F,VVS1,61.5,56.0,964,4.46,4.49,2.75,55.06985
36992,0.54,Ideal,I,SI2,61.8,54.0,964,5.24,5.27,3.25,89.7481
36993,0.5,Ideal,H,SI2,62.4,55.0,964,5.09,5.11,3.18,82.711482
36994,0.5,Ideal,H,SI2,62.3,53.0,964,5.1,5.14,3.19,83.62265999999998
36995,0.54,Ideal,J,SI1,62.5,54.0,964,5.22,5.25,3.27,89.61434999999999
36996,0.41,Ideal,G,SI1,61.1,56.0,964,4.82,4.84,2.95,68.81996000000001
36997,0.41,Ideal,G,SI1,61.6,55.0,964,4.81,4.84,2.97,69.142788
36998,0.35,Ideal,D,VS2,60.6,57.0,964,4.63,4.58,2.79,59.163066
36999,0.39,Very Good,F,VVS2,61.7,56.0,965,4.7,4.74,2.91,64.82898000000002
37000,0.44,Premium,G,VS1,62.3,59.0,965,4.82,4.87,3.02,70.889668
37001,0.5,Good,J,VS2,63.2,60.0,965,5.01,5.06,3.18,80.614908
37002,0.5,Premium,I,SI1,61.7,58.0,965,5.09,5.15,3.16,82.83466
37003,0.55,Very Good,J,SI1,62.5,57.0,965,5.22,5.24,3.27,89.44365599999999
37004,0.3,Premium,D,VVS2,62.4,58.0,965,4.3,4.26,2.67,48.90905999999999
37005,0.3,Ideal,D,VVS2,62.9,56.0,965,4.29,4.27,2.69,49.27622699999999
37006,0.33,Ideal,H,VVS1,61.7,56.0,965,4.48,4.46,2.76,55.147008
37007,0.33,Premium,H,VVS1,61.4,59.0,965,4.44,4.42,2.72,53.379456000000005
37008,0.33,Ideal,H,VVS1,62.1,55.0,965,4.44,4.42,2.75,53.9682
37009,0.33,Ideal,H,VVS1,62.2,55.0,965,4.44,4.4,2.75,53.72400000000001
37010,0.33,Premium,G,VVS2,60.6,58.0,965,4.5,4.47,2.72,54.7128
37011,0.33,Ideal,G,VVS2,60.1,57.0,965,4.51,4.48,2.7,54.55296000000001
37012,0.33,Premium,G,VVS2,59.5,60.0,965,4.55,4.52,2.7,55.5282
37013,0.33,Very Good,G,VVS2,60.0,63.0,965,4.49,4.45,2.68,53.54774000000001
37014,0.33,Premium,G,VVS2,60.9,59.0,965,4.49,4.45,2.72,54.34696000000001
37015,0.33,Ideal,G,VVS2,61.5,56.0,965,4.49,4.45,2.75,54.94637500000001
37016,0.33,Premium,G,VVS2,60.9,57.0,965,4.5,4.43,2.72,54.2232
37017,0.33,Premium,G,VVS2,61.0,58.0,965,4.48,4.44,2.72,54.104064000000015
37018,0.33,Ideal,G,VVS2,61.7,56.0,965,4.46,4.42,2.74,54.014168000000005
37019,0.33,Ideal,G,VVS2,61.7,55.0,965,4.46,4.42,2.74,54.014168000000005
37020,0.33,Ideal,G,VVS2,62.7,55.0,965,4.46,4.41,2.78,54.678708
37021,0.33,Premium,G,VVS2,61.2,57.0,965,4.44,4.42,2.71,53.183208
37022,0.33,Premium,G,VVS2,61.7,58.0,965,4.42,4.39,2.72,52.778335999999996
37023,0.33,Premium,G,VVS2,61.7,59.0,965,4.42,4.39,2.72,52.778335999999996
37024,0.33,Premium,G,VVS2,61.9,58.0,965,4.43,4.39,2.73,53.092220999999995
37025,0.33,Ideal,G,VVS2,62.5,54.0,965,4.45,4.41,2.77,54.359865000000006
37026,0.33,Premium,G,VVS2,62.0,59.0,965,4.46,4.41,2.75,54.08865
37027,0.33,Ideal,G,VVS2,63.0,57.0,965,4.42,4.38,2.77,53.626092
37028,0.3,Good,F,VVS1,63.7,59.0,965,4.24,4.17,2.68,47.384544000000005
37029,0.49,Premium,H,VS2,59.6,62.0,965,5.17,5.14,3.07,81.581566
37030,0.33,Premium,G,VVS2,62.8,57.0,965,4.47,4.39,2.78,54.552773999999985
37031,0.35,Very Good,F,VVS1,61.6,56.0,966,4.53,4.55,2.79,57.506085
